0.9063665,4
1.033239,0
1.11503,3
1.249259,1
1.337315,3
1.459817,1
1.608078,4
1.771141,0
1.893895,3
2.028133,1
2.151057,3
2.310791,0
2.444184,4
2.595903,1
2.74458,3
2.89153,1
3.19303,3
3.361475,4
3.455146,0
3.539071,3
3.703347,1
3.844492,3
3.987617,1
4.170029,4
4.317374,0
4.481196,2
4.620787,0
4.800784,3
4.928053,1
5.086133,4
5.236783,2
5.399378,3
5.750067,3
5.898442,4
5.95387,0
6.06596,3
6.200141,1
6.348927,2
6.486483,2
6.660479,4
6.801745,2
6.989079,3
7.142693,0
7.280412,4
7.439712,0
7.621952,3
7.755626,1
7.91712,4
8.252279,3
8.323275,1
8.397517,3
8.466738,1
8.562601,3
8.630404,1
8.717993,3
8.787386,1
8.873285,3
8.945241,1
9.034514,3
9.091566,1
9.189707,3
9.249972,1
9.357007,3
9.404134,1
9.512042,3
9.553326,1
9.663568,3
9.704515,1
9.819088,3
9.867686,1
9.965898,3
10.0114,1
10.14328,0
10.15187,4
10.42773,0
10.42773,4
10.75463,3
11.057,0
11.38783,3
11.69532,0
12.0617,1
12.22284,1
12.37181,4
12.51741,1
12.83023,3
12.96057,0
13.31141,0
13.628,0
13.7691,4
14.06737,0
14.22419,4
14.56948,3
14.70561,1
14.84453,4
14.99076,0
15.14815,3
15.21453,1
15.30512,3
15.3648,1
15.4627,3
15.64048,1
15.6863,3
15.782,1
16.07488,4
16.09363,0
16.22389,4
16.22996,0
16.3696,3
16.37728,1
16.68794,0
16.68794,4
16.9645,1
16.9645,3
17.27613,0
17.2897,4
17.40884,0
17.43658,4
17.5987,1
17.60335,3
17.75831,1
17.75831,3
17.91391,0
17.91958,4
18.25515,3
18.26333,1
18.58119,0
18.59637,4
18.72668,0
18.73553,4
18.908,1
18.908,3
19.20504,1
19.20504,3
19.34194,0
19.35513,4
19.86408,0
19.87221,4
20.22263,3
20.24376,1
20.36387,3
20.40995,1
20.50315,4
20.8348,3
20.98896,0
21.33344,3
21.47968,0
21.78958,3
21.95537,0
22.27485,3
22.41448,0
22.55272,4
22.72728,1
22.89182,3
23.06954,0
23.35709,3
23.65819,4
23.67626,0
23.80772,3
23.97056,4
23.984,0
24.27691,4
24.29021,0
24.59079,3
24.90098,0
24.92062,4
25.00154,1
25.15906,0
25.22624,4
25.37654,1
25.50827,0
25.52887,4
25.81366,1
25.82413,3
26.16706,4
26.18636,0
26.35142,3
26.51627,0
26.51627,4
26.65086,3
26.7839,4
26.80993,0
27.11984,3
27.12715,1
27.43509,0
27.44736,4
27.58044,1
27.71755,0
27.72645,4
27.88658,1
28.02486,0
28.0457,4
28.32963,1
28.32963,3
28.66145,4
28.67032,0
28.85199,3
28.86756,1
29.02102,1
29.02102,3
29.30143,0
29.3138,4
29.42643,1
29.57981,1
29.57981,3
29.93218,0
29.93218,4
30.08324,1
30.08324,3
30.25262,1
30.25262,3
30.5646,0
30.57429,4
30.71996,1
30.73199,3
30.88386,1
30.88386,3
31.18469,0
31.18469,4
31.32138,3
31.33231,1
31.50062,3
31.51358,1
31.79778,1
31.79778,3
32.09654,2
32.10468,0
32.3984,2
32.40395,4
32.71783,2
32.72583,0
33.00079,2
33.00933,4
33.34211,4
33.34664,3
33.66749,2
33.80595,1
33.99643,3
34.30813,4
34.60731,0
34.60731,1
34.96176,2
35.10434,3
35.24506,4
35.56979,4
35.87335,3
35.87838,4
36.20838,3
36.35606,2
36.50065,1
36.84587,0
37.15686,0
37.15686,1
37.48208,2
37.62273,3
37.77889,4
38.07688,2
38.72953,4
38.86591,2
39.16457,0
39.33185,2
39.67342,3
39.82205,1
39.99434,3
40.14445,1
40.32841,0
40.32841,4
40.62854,4
40.64009,0
40.93587,2
41.44733,2
41.71535,2
42.03062,1
42.03062,3
42.42296,4
42.42763,0
42.81969,1
42.81969,3
43.44518,4
43.46061,0
43.59546,3
43.75935,4
43.78228,0
43.94995,3
44.06901,0
44.075,4
44.69731,0
44.70259,4
44.87049,1
45.02015,0
45.0271,4
45.18221,1
45.32762,0
45.32762,4
45.95551,0
45.95551,4
46.09757,3
46.26774,4
46.27228,0
46.42654,3
46.55286,0
46.58899,4
46.89455,0
46.89455,4
47.22292,0
47.22292,4
47.3903,1
47.50773,4
47.54417,0
47.70237,1
47.83658,4
47.84978,0
48.11208,0
48.12601,4
48.42506,0
48.76131,0
48.92454,0
49.07658,0
49.39541,0
49.69972,4
49.85559,4
50.02447,4
50.15075,4
50.33902,1
50.49211,1
50.64833,3
50.94503,2
51.15839,0
51.29025,2
51.42838,0
51.58349,2
51.72966,0
51.886,2
52.24123,2
52.37634,4
52.52589,2
52.69811,4
52.84325,2
52.99247,4
53.15701,2
53.51053,4
53.64148,0
53.82505,4
53.97834,0
54.15051,4
54.3148,0
54.44948,4
54.59064,0
54.76421,3
54.90221,1
55.05444,3
55.21283,1
55.36042,3
55.49007,1
55.67681,3
55.84951,1
56.01755,4
56.18502,3
56.33689,2
56.46309,2
56.58499,1
56.71647,0
56.84988,4
57.01078,3
57.17915,2
57.30788,1
57.45683,0
57.58107,4
57.7207,3
57.87374,2
58.0145,1
58.17508,0
58.32259,4
58.49665,3
59.71866,0
59.72371,3
60.04226,1
60.04226,4
60.6868,0
60.97064,1
61.10764,2
61.27543,3
61.61485,3
61.61485,4
61.93552,4
62.21056,3
62.35349,3
62.53394,1
62.89583,0
62.89583,1
63.43089,0
63.58966,1
63.85967,3
64.16185,4
64.47227,4
64.76601,3
65.07803,1
65.39322,0
65.7366,2
66.83144,0
66.98423,2
67.12505,4
68.11052,4
68.24872,4
68.40063,2
68.5657,0
68.86926,1
69.1729,3
69.49189,4
69.80338,1
69.80338,3
70.14059,0
70.14059,4
70.76122,0
71.01698,1
71.147,2
71.34931,3
71.69958,4
71.7044,3
72.00651,0
72.34027,4
72.51277,3
72.6701,1
72.96664,0
72.96664,1
73.28092,3
73.28092,4
73.59378,0
73.61265,2
73.88644,2
73.91203,4
74.20461,0
74.20461,2
74.49101,2
74.50558,4
74.81665,4
75.14745,0
75.45144,2
75.75674,0
75.75674,4
76.80859,0
76.81749,3
76.98888,1
76.98888,4
77.13829,3
77.14317,0
77.65627,4
77.79671,0
77.96511,3
78.11656,1
78.29248,2
78.63244,3
78.91871,4
79.0741,4
79.23248,3
79.38571,3
79.53681,1
79.70052,1
79.83661,0
79.99397,0
80.16861,1
80.32682,1
80.48543,2
80.63163,2
80.8075,3
80.95871,3
81.12704,4
81.44997,4
81.5899,3
81.89031,1
82.03461,0
82.35525,0
82.51087,1
82.69734,3
82.83557,4
83.15826,2
83.33086,4
83.63444,2
83.9513,4
84.07814,3
84.25646,1
84.36081,0
84.56503,2
84.88476,3
85.03487,4
85.19338,0
85.51283,3
85.60316,1
85.66445,3
85.74036,1
85.84204,4
86.14396,3
86.45506,4
86.4669,0
87.37683,0
87.54385,1
87.68279,3
87.81101,4
88.38641,2
88.70163,4
88.8365,3
89.00702,2
89.1372,1
89.29398,0
89.41616,4
89.55574,3
89.70647,2
89.8217,1
89.98212,0
90.10188,4
90.24739,3
90.3972,2
90.53179,1
90.68755,0
90.80983,4
90.9681,3
91.15735,2
92.33389,3
92.33858,0
92.65719,1
92.66734,4
93.62948,0
94.32107,3
94.32107,4
94.90477,4
95.61146,0
95.61146,1
96.22727,0
96.51897,2
96.87606,4
97.19706,3
97.4958,1
97.79229,2
98.12688,4
98.3947,3
99.53418,0
99.68108,4
99.80432,2
100.7664,4
100.9197,4
101.0536,3
101.2075,2
101.5347,0
101.817,1
102.1334,3
102.4546,3
102.4591,4
102.7709,0
102.7709,1
103.4674,0
103.7,1
103.8392,2
104.0256,3
104.3719,3
104.3719,4
104.6808,3
104.6808,4
104.998,4
105.1189,3
105.3364,1
105.6449,1
105.6515,0
105.9627,0
105.9627,1
106.2632,0
106.5458,1
106.5504,0
106.8963,1
107.1985,0
107.5077,0
107.8262,0
108.1463,4
108.4437,3
108.9408,4
109.5859,4
109.7285,3
109.9036,1
110.3804,0
110.755,0
110.8911,1
111.0939,3
111.2552,4
111.564,3
111.8547,2
112.1819,1
112.5169,0
112.8305,1
113.462,4
113.6164,3
115.0599,4
115.233,3
115.3641,0
115.5238,1
115.6919,2
116.0221,4
116.3043,3
116.907,1
117.5476,0
117.552,3
117.8669,1
117.8669,4
118.5047,0
118.5047,2
118.6546,2
118.6744,4
120.1918,4
120.2031,3
120.3412,0
120.3412,1
120.6072,4
120.6165,0
