1.906817,2
2.050793,2
2.171044,0
2.310654,2
3.048326,4
3.320332,0
3.583037,4
3.839895,0
4.120914,3
4.281051,1
4.39778,3
4.553816,1
5.389811,4
5.83457,0
6.088892,0
6.377656,2
6.546541,1
6.625004,2
6.812931,1
7.18855,3
7.506364,4
8.041296,3
8.311338,3
8.576017,0
8.767305,2
8.836836,0
9.026112,2
9.470882,4
9.727346,2
10.30339,1
10.55682,1
10.82943,2
11.01896,4
11.10584,2
11.27667,4
11.83388,2
12.1115,0
12.48339,4
12.74672,4
13.01009,3
13.02162,1
13.55828,0
13.55828,4
14.10429,2
14.39317,0
14.67614,2
14.95966,4
15.2772,2
15.52855,4
15.7662,2
16.0535,4
16.41158,2
16.67418,0
16.91565,2
17.22609,0
17.47346,2
17.76975,0
18.03221,2
18.55518,0
18.76184,3
18.97136,1
19.2128,3
19.44126,1
19.68732,4
19.98304,0
20.2638,4
20.57973,0
20.83397,2
21.01259,0
21.14989,2
21.30209,0
21.40238,2
21.56149,0
21.95603,2
22.13302,4
22.22659,2
22.38906,4
22.49618,2
22.65969,4
23.05649,0
23.32994,3
23.58683,0
23.84999,3
24.10706,4
24.30031,4
24.38639,1
24.55893,4
25.22752,4
25.45676,1
25.75751,4
26.02594,1
26.30109,0
26.51859,0
26.60487,3
26.79034,0
27.05006,3
27.45736,4
27.63664,0
27.71972,2
27.92328,0
28.01645,2
28.18418,1
28.28278,3
28.47452,2
28.54779,2
28.87746,4
29.14783,4
29.44551,4
29.86395,2
30.29461,3
30.54517,3
30.80454,2
31.00308,0
31.08801,2
31.35447,2
31.54737,4
31.64032,2
31.89198,2
34.19302,3
34.45144,0
34.72739,3
34.9888,0
35.29673,4
35.52095,1
35.81867,4
36.06462,1
36.37448,2
36.64677,0
36.90308,2
37.18826,0
37.45631,2
37.75203,4
37.99371,2
38.3255,4
38.59389,3
38.86742,4
39.11422,1
39.4067,0
39.70327,1
39.70327,3
40.26299,4
40.26836,0
40.83782,2
41.07299,0
41.38114,2
41.66167,0
41.92716,2
42.21309,4
42.47274,2
42.76987,4
43.02225,1
43.30363,4
43.60758,1
43.85241,4
44.15057,3
44.3891,0
44.68525,3
44.96156,0
45.4243,3
45.51714,0
45.69571,3
45.77197,0
46.58813,1
46.66242,4
46.86184,1
46.935,4
47.49243,1
47.49728,3
48.03164,0
48.05107,4
48.39376,1
48.39376,3
49.10948,2
49.6971,2
49.9848,4
50.23268,2
50.81453,2
51.06345,0
51.31032,2
51.92296,0
52.18005,3
52.47898,0
53.08087,4
53.32172,1
53.58523,4
54.15036,3
54.42083,0
54.68039,3
55.21318,1
55.48322,4
55.72923,1
56.33372,4
56.60149,0
56.88839,3
57.48281,0
57.79026,4
58.0577,1
58.61849,2
58.88057,0
59.18063,2
59.69755,2
59.96869,4
60.26461,2
60.85892,4
61.10307,0
61.3923,3
61.66939,1
61.93619,2
62.48749,0
62.48749,4
63.01458,2
63.2052,2
63.27696,0
63.43185,2
64.10188,2
64.30038,2
64.41869,4
64.57444,2
65.20597,3
66.37058,1
66.37899,4
66.89308,3
66.90275,0
67.46818,3
67.75457,4
68.00819,3
68.25415,4
68.58559,1
68.85155,0
69.11169,1
69.41196,0
69.72298,3
69.98689,1
70.26671,4
70.53243,0
70.82929,2
71.09574,0
71.38599,2
71.94411,3
72.21036,0
72.45454,3
72.71056,1
73.0584,4
73.31657,1
73.59872,3
73.75874,3
73.8715,0
74.10489,3
74.69325,4
75.2513,3
75.51715,0
75.54118,3
75.96266,1
76.06174,4
76.14922,1
76.36578,3
76.68594,4
76.94215,3
77.20636,4
77.4719,1
77.76466,3
78.07197,0
78.60734,4
78.87399,0
79.11933,2
79.38978,1
79.66672,3
79.95244,2
80.26762,3
80.79375,4
80.95743,0
81.03968,4
81.30607,3
81.47612,1
81.54918,3
81.85874,0
81.87914,3
81.87914,4
82.46879,1
82.46879,3
82.46879,4
82.47544,0
82.96897,2
83.26134,0
83.56292,2
83.86799,1
84.51699,3
84.75272,2
84.99902,4
85.26718,2
85.79163,3
86.29457,2
86.50208,1
86.5915,2
86.74329,2
87.4218,4
88.0321,0
88.55521,4
88.76662,4
88.87399,4
89.05103,4
89.64875,3
90.19061,4
90.80994,1
91.37376,0
91.93359,0
92.11591,3
92.20484,0
92.34811,3
92.5062,0
92.70107,4
93.13023,1
93.30163,4
93.39278,1
93.54159,4
93.73219,0
94.1903,3
94.68259,3
95.1999,2
95.38892,2
95.4683,1
95.6253,2
96.31699,3
96.60099,1
96.90285,4
97.15681,0
97.41982,2
97.60269,0
97.69266,2
97.88281,1
98.26196,2
98.38103,3
98.55143,2
98.92439,4
99.10078,0
99.20458,2
99.34792,0
99.46194,3
99.62576,1
99.68169,2
99.97161,4
100.2257,2
100.4409,3
100.7434,2
100.947,0
101.3561,4
101.6243,4
101.8954,2
102.5092,3
102.9959,2
103.1838,0
103.2582,2
103.5717,2
103.7774,4
103.8611,2
104.1274,2
104.322,1
104.3915,2
104.696,2
104.9061,3
104.9812,2
105.3583,0
105.3766,4
105.8361,1
105.8361,3
106.1052,0
106.1052,4
106.3688,1
106.3688,3
106.6262,1
106.6262,3
106.9015,0
106.9105,4
107.1459,4
107.159,0
107.4574,3
107.4692,0
107.7263,1
107.7311,4
108.0085,0
108.025,3
108.2684,1
108.2684,4
108.5644,0
108.5693,3
108.837,1
108.8455,4
109.1368,0
109.1433,2
109.4107,2
109.4107,3
109.677,1
109.677,2
110.2895,0
110.2895,4
110.8133,2
110.8206,1
111.3382,3
111.3506,2
112.3835,4
112.5661,0
112.633,4
112.8518,0
113.4993,1
113.4993,3
115.9565,4
116.0167,0
116.1096,3
116.1587,0
116.2562,3
116.3233,0
116.4074,3
116.5192,1
116.6158,4
116.6812,1
116.77,4
116.8477,0
116.9375,3
117.0332,1
117.1389,4
117.2259,0
117.3234,3
117.4118,1
117.4723,2
119.0483,4
119.1044,0
119.1805,4
119.2371,0
119.3166,4
119.3902,0
119.4704,4
119.529,0
119.6082,4
119.6742,0
119.8201,0
120.4284,3
121.0708,3
121.1205,0
121.8988,4
121.9518,1
122.0144,3
122.0914,0
